index;Name;Platform;Year;Genre;Sales_NA;Sales_EU;Sales_JP;Sales_Others;Global_Sales
3598;Dreamworks Madagascar Kartz;Wii;2009;Racing;0.29;0.16;0.0;0.05;0.5
3599;Dreamworks Madagascar Kartz;DS;2009;Racing;0.25;0.08;0.0;0.03;0.36
3600;Drift King Shutokou Battle '94;SNES;1994;Racing;0.0;0.0;0.2;0.0;0.2
3601;Driv3r;GBA;2005;Racing;0.02;0.01;0.0;0.0;0.03
3602;Driv3r;XB;2004;Racing;0.36;0.38;0.0;0.03;0.77
3603;Driv3r;PS2;2004;Racing;0.6;0.47;0.0;0.16;1.23
3604;DriveClub;PS4;2014;Racing;0.35;1.31;0.02;0.33;2.01
3605;Driven;GBA;2001;Racing;0.02;0.01;0.0;0.0;0.03
3606;Driven;PS2;2001;Racing;0.08;0.06;0.0;0.02;0.16
3607;Driven;GC;2002;Racing;0.06;0.02;0.0;0.0;0.08
3608;Driver;PS;1999;Action;3.11;2.8;0.02;0.33;6.26
3609;Driver '76;PSP;2007;Racing;0.03;0.14;0.0;0.08;0.25
3610;Driver 2;PS;2000;Action;2.36;2.1;0.02;0.25;4.73
3611;Driver 2 Advance;GBA;2002;Action;0.25;0.09;0.0;0.01;0.35
3612;Driver: Parallel Lines;XB;2006;Racing;0.05;0.01;0.0;0.0;0.06
3613;Driver: Parallel Lines;PS2;2006;Racing;0.12;0.1;0.03;0.03;0.28
3614;Driver: Parallel Lines;Wii;2007;Racing;0.01;0.01;0.0;0.0;0.02
3615;Driver: Renegade;3DS;2011;Racing;0.05;0.04;0.0;0.01;0.1
3616;Driver: San Francisco;PS3;2011;Racing;0.24;0.54;0.01;0.18;0.97
3617;Driver: San Francisco;Wii;2011;Racing;0.06;0.09;0.0;0.02;0.17
3618;Driver: San Francisco;X360;2011;Racing;0.25;0.39;0.0;0.08;0.72
3619;Driver: San Francisco;PC;2011;Racing;0.05;0.1;0.0;0.03;0.18
3620;Drivers Ed Portable;DS;2008;Misc;0.05;0.0;0.0;0.0;0.05
3621;Driving Emotion Type-S;PS2;2000;Racing;0.04;0.03;0.11;0.01;0.19
3622;Driving Simulator 2011;PC;2011;Racing;0.0;0.01;0.0;0.0;0.01
3623;Drome Racers;PS2;2002;Racing;0.06;0.05;0.0;0.02;0.13
3624;Drome Racers;GC;2003;Racing;0.02;0.01;0.0;0.0;0.03
3625;Drome Racers;GBA;2003;Racing;0.02;0.01;0.0;0.0;0.03
3626;Drone Tactics;DS;2007;Strategy;0.01;0.0;0.0;0.0;0.01
3627;DropCast;DS;2008;Puzzle;0.06;0.0;0.0;0.0;0.06
3628;Dropship: United Peace Force;PS2;2002;Simulation;0.05;0.04;0.0;0.01;0.1
3629;DrumMania;PS2;2000;Simulation;0.0;0.0;0.15;0.0;0.15
3630;DrumMania 7th Mix;PS2;2001;Simulation;0.0;0.0;0.03;0.0;0.03
3631;Dual Hearts;PS2;2002;Role-Playing;0.03;0.02;0.0;0.01;0.06
3632;Dual Heroes;N64;1997;Fighting;0.04;0.01;0.0;0.0;0.05
3633;DualPenSports;3DS;2011;Sports;0.05;0.05;0.0;0.01;0.11
3634;Ducati Moto;DS;2008;Racing;0.02;0.0;0.0;0.0;0.02
3635;Ducati World Racing Challenge;PS;2001;Racing;0.02;0.01;0.0;0.0;0.03
3636;Duck Hunt;NES;1984;Shooter;26.93;0.63;0.28;0.47;28.31
3637;DuckTales: Remastered;PC;2013;Action;0.0;0.01;0.0;0.0;0.01
3638;DuckTales: Remastered;X360;2013;Action;0.03;0.0;0.0;0.0;0.03
3639;DuckTales: Remastered;PS3;2013;Action;0.01;0.04;0.0;0.01;0.06
3640;DuckTales: Remastered;WiiU;2013;Action;0.05;0.0;0.0;0.0;0.05
3641;Duel Love: Koisuru Otome wa Shouri no Megami;DS;2008;Adventure;0.0;0.0;0.01;0.0;0.01
3642;Duel Masters;PS2;2004;Strategy;0.13;0.1;0.0;0.03;0.26
3643;Duel Masters: Kaijudo Showdown;GBA;2004;Misc;0.16;0.06;0.0;0.0;0.22
3644;Duel Masters: Sempai Legends;GBA;2003;Misc;0.21;0.08;0.0;0.01;0.3
3645;Duel Masters: Shadow of the Code;GBA;2004;Misc;0.01;0.0;0.0;0.0;0.01
3646;Duke Nukem 64;N64;1997;Shooter;0.35;0.08;0.0;0.01;0.44
3647;Duke Nukem Forever;PS3;2011;Shooter;0.33;0.31;0.0;0.12;0.76
3648;Duke Nukem Forever;PC;2011;Shooter;0.18;0.17;0.0;0.06;0.41
3649;Duke Nukem Forever;X360;2011;Shooter;0.52;0.25;0.0;0.07;0.84
3650;Duke Nukem Trilogy: Critical Mass;DS;2011;Shooter;0.04;0.0;0.0;0.0;0.04
3651;Duke Nukem: Land of the Babes;PS;2000;Shooter;0.04;0.03;0.0;0.0;0.07
3652;Duke Nukem: Time to Kill;PS;1998;Shooter;0.77;0.54;0.0;0.07;1.38
3653;Duke Nukem: Total Meltdown;PS;1997;Shooter;0.34;0.23;0.0;0.04;0.61
3654;Duke Nukem: Zero Hour;N64;1999;Shooter;0.21;0.05;0.0;0.0;0.26
3655;Dunamis 15;X360;2011;Adventure;0.0;0.0;0.02;0.0;0.02
3656;Dunamis 15;PS3;2011;Adventure;0.0;0.0;0.02;0.0;0.02
3657;Dune 2000;PS;1999;Strategy;0.14;0.09;0.0;0.02;0.25
3658;Dungeon Defenders;PC;2011;Role-Playing;0.02;0.0;0.0;0.0;0.02
3659;Dungeon Explorer: Warriors of Ancient Arts;PSP;2007;Role-Playing;0.01;0.0;0.0;0.0;0.01
3660;Dungeon Explorer: Warriors of Ancient Arts;DS;2007;Role-Playing;0.05;0.0;0.0;0.0;0.05
3661;Dungeon Hunter Alliance;PSV;2012;Action;0.09;0.1;0.0;0.04;0.23
3662;Dungeon Keeper 2;PC;1999;Action;0.0;0.05;0.0;0.01;0.06
3663;Dungeon Maker II: The Hidden War;PSP;2007;Role-Playing;0.06;0.0;0.0;0.01;0.07
3664;Dungeon Maker: Hunting Ground;PSP;2006;Role-Playing;0.03;0.0;0.0;0.0;0.03
3665;Dungeon Raiders;DS;2009;Role-Playing;0.05;0.0;0.0;0.0;0.05
3666;Dungeon Siege II;PC;2005;Role-Playing;0.0;0.02;0.0;0.0;0.02
3667;Dungeon Siege III;PS3;2011;Role-Playing;0.17;0.14;0.03;0.06;0.4
3668;Dungeon Siege III;X360;2011;Role-Playing;0.21;0.12;0.01;0.03;0.37
3669;Dungeon Siege III;PC;2011;Role-Playing;0.08;0.08;0.0;0.02;0.18
3670;Dungeon Siege: Throne of Agony;PSP;2006;Role-Playing;0.13;0.02;0.0;0.02;0.17
3671;Dungeon Travelers 2: The Royal Library & The Monster Seal;PSP;2013;Role-Playing;0.0;0.0;0.08;0.0;0.08
3672;Dungeon Travelers 2: The Royal Library & The Monster Seal;PSV;2014;Role-Playing;0.07;0.03;0.05;0.03;0.18
3673;Dungeons;PC;2011;Strategy;0.07;0.02;0.0;0.01;0.1
3674;Dungeons & Dragons Heroes;XB;2003;Role-Playing;0.19;0.06;0.0;0.01;0.26
3675;Dungeons & Dragons Tactics;PSP;2007;Strategy;0.09;0.0;0.0;0.01;0.1
3676;Dungeons & Dragons: Eye of the Beholder;GBA;2002;Role-Playing;0.19;0.07;0.0;0.0;0.26
3677;Dungeons & Dragons: Neverwinter Nights - Complete;PC;2011;Misc;0.01;0.0;0.0;0.0;0.01
3678;Dungeons & Dragons: Shadow over Mystara;PS3;2013;Role-Playing;0.0;0.0;0.02;0.0;0.02
3679;Dungeons - The Dark Lord;PC;2011;Strategy;0.0;0.01;0.0;0.0;0.01
3680;Durarara!! 3-way Standoff;PSP;2010;Adventure;0.0;0.0;0.05;0.0;0.05
3681;Durarara!! 3way Standoff: Alley;PSP;2011;Adventure;0.0;0.0;0.04;0.0;0.04
3682;Durarara!! Relay;PSV;2015;Action;0.0;0.0;0.01;0.0;0.01
3683;Dying Light;PS4;2015;Action;0.63;0.66;0.11;0.26;1.66
3684;Dying Light;XOne;2015;Action;0.43;0.3;0.01;0.07;0.81
3685;Dying Light;PC;2015;Action;0.11;0.06;0.0;0.02;0.19
3686;Dynamite Headdy;GEN;1993;Platform;0.0;0.0;0.05;0.0;0.05
3687;Dynasty Tactics;PS2;2002;Strategy;0.06;0.05;0.16;0.02;0.29
3688;Dynasty Tactics 2;PS2;2003;Strategy;0.05;0.04;0.0;0.01;0.1
3689;Dynasty Warriors;PSP;2004;Action;0.18;0.01;0.3;0.02;0.51
3690;Dynasty Warriors;PS;1997;Action;0.09;0.06;0.11;0.02;0.28
3691;Dynasty Warriors 2;PS2;2000;Action;0.24;0.19;0.34;0.06;0.83
3692;Dynasty Warriors 3;XB;2002;Action;0.06;0.02;0.0;0.0;0.08
3693;Dynasty Warriors 3;PS2;2001;Action;0.53;0.16;1.07;0.1;1.86
3694;Dynasty Warriors 3: Xtreme Legends;PS2;2002;Action;0.13;0.1;0.74;0.03;1.0
3695;Dynasty Warriors 4;PS2;2003;Action;0.63;0.21;1.13;0.13;2.1
3696;Dynasty Warriors 4;XB;2003;Action;0.12;0.03;0.0;0.01;0.16
3697;Dynasty Warriors 4 Empires;PS2;2004;Action;0.0;0.0;0.32;0.0;0.32
3698;Dynasty Warriors 4: Xtreme Legends;PS2;2003;Action;0.17;0.13;0.51;0.04;0.85
3699;Dynasty Warriors 5;PS2;2005;Action;0.24;0.18;0.91;0.06;1.39
3700;Dynasty Warriors 5;XB;2005;Action;0.04;0.01;0.0;0.0;0.05
3701;Dynasty Warriors 5 Empires;PS2;2006;Action;0.11;0.09;0.12;0.03;0.35
3702;Dynasty Warriors 5 Empires;X360;2006;Action;0.11;0.01;0.0;0.01;0.13
3703;Dynasty Warriors 5: Xtreme Legends;PS2;2005;Action;0.11;0.08;0.35;0.03;0.57
3704;Dynasty Warriors 6;PS3;2007;Action;0.18;0.08;0.41;0.04;0.71
3705;Dynasty Warriors 6;X360;2007;Action;0.15;0.06;0.06;0.02;0.29
3706;Dynasty Warriors 6;PS2;2008;Action;0.12;0.09;0.0;0.03;0.24
3707;Dynasty Warriors 6 (JP sales);PS2;2008;Action;0.0;0.0;0.25;0.0;0.25
3708;Dynasty Warriors 6 Empires;X360;2009;Action;0.16;0.02;0.04;0.02;0.24
3709;Dynasty Warriors 6 Empires;PS3;2009;Action;0.14;0.03;0.15;0.02;0.34
3710;Dynasty Warriors 7;PS3;2011;Action;0.25;0.14;0.46;0.06;0.91
3711;Dynasty Warriors 7;X360;2011;Action;0.16;0.07;0.0;0.02;0.25
3712;Dynasty Warriors 7: Empires;PS3;2012;Action;0.0;0.0;0.14;0.0;0.14
3713;Dynasty Warriors 7: Xtreme Legends;PS3;2011;Action;0.04;0.05;0.16;0.02;0.27
3714;Dynasty Warriors 8;X360;2013;Action;0.09;0.05;0.0;0.01;0.15
3715;Dynasty Warriors 8;PS3;2013;Action;0.12;0.11;0.34;0.05;0.62
3716;Dynasty Warriors 8: Empires;PS4;2014;Action;0.06;0.07;0.03;0.02;0.18
3717;Dynasty Warriors 8: Empires;PS3;2014;Action;0.0;0.0;0.09;0.0;0.09
3718;Dynasty Warriors 8: Empires;PSV;2015;Action;0.0;0.0;0.02;0.0;0.02
3719;Dynasty Warriors 8: Empires;XOne;2014;Action;0.04;0.02;0.0;0.01;0.07
3720;Dynasty Warriors 8: Xtreme Legends;PS4;2014;Action;0.09;0.11;0.06;0.04;0.3
3721;Dynasty Warriors 8: Xtreme Legends;PSV;2013;Action;0.04;0.03;0.05;0.02;0.14
3722;Dynasty Warriors 8: Xtreme Legends;PS3;2013;Action;0.02;0.03;0.11;0.01;0.17
3723;Dynasty Warriors Advance;GBA;2005;Action;0.08;0.03;0.0;0.0;0.11
3724;Dynasty Warriors DS: Fighter's Battle;DS;2007;Action;0.04;0.0;0.03;0.0;0.07
3725;Dynasty Warriors Gundam;PS3;2007;Action;0.14;0.01;0.31;0.02;0.48
3726;Dynasty Warriors Gundam;X360;2007;Action;0.15;0.01;0.02;0.01;0.19
3727;Dynasty Warriors Next;PSV;2011;Action;0.06;0.07;0.11;0.03;0.27
3728;Dynasty Warriors Vol. 2;PSP;2006;Action;0.04;0.0;0.0;0.0;0.04
3729;Dynasty Warriors Vol. 2 (JP sales);PSP;2006;Action;0.0;0.0;0.04;0.0;0.04
3730;Dynasty Warriors Vs;3DS;2012;Action;0.0;0.0;0.06;0.0;0.06
3731;Dynasty Warriors: Eiketsuden;PS4;2016;Action;0.0;0.0;0.01;0.0;0.01
3732;Dynasty Warriors: Gundam;PS2;2008;Action;0.0;0.0;0.28;0.0;0.28
3733;Dynasty Warriors: Gundam 2;X360;2008;Action;0.07;0.03;0.08;0.01;0.19
3734;Dynasty Warriors: Gundam 2;PS2;2008;Action;0.04;0.03;0.25;0.01;0.33
3735;Dynasty Warriors: Gundam 2;PS3;2008;Action;0.09;0.07;0.32;0.03;0.51
3736;Dynasty Warriors: Gundam 3;PS3;2010;Action;0.11;0.05;0.36;0.02;0.54
3737;Dynasty Warriors: Gundam 3;X360;2010;Action;0.11;0.04;0.02;0.01;0.18
3738;Dynasty Warriors: Gundam Reborn;PS3;2013;Action;0.0;0.0;0.23;0.0;0.23
3739;Dynasty Warriors: Gundam Reborn;PSV;2013;Action;0.0;0.0;0.13;0.0;0.13
3740;Dynasty Warriors: Strikeforce;PS3;2009;Action;0.11;0.08;0.07;0.03;0.29
3741;Dynasty Warriors: Strikeforce;PSP;2009;Action;0.03;0.03;0.38;0.02;0.46
3742;Dynasty Warriors: Strikeforce;X360;2009;Action;0.13;0.06;0.02;0.02;0.23
3743;E.T. The Extra-Terrestrial;GBA;2001;Action;0.01;0.0;0.0;0.0;0.01
3744;E.T. The Extra-Terrestrial: Interplanetary Mission;PS;2001;Platform;0.02;0.01;0.0;0.0;0.03
3745;E.T.: The Extra Terrestrial;2600;1981;Action;1.84;0.11;0.0;0.02;1.97
3746;E.X. Troopers;PS3;2012;Shooter;0.0;0.0;0.05;0.0;0.05
3747;E.X. Troopers;3DS;2012;Shooter;0.0;0.0;0.07;0.0;0.07
3748;E0: Enemy Zero;SAT;1996;Adventure;0.0;0.0;0.41;0.0;0.41
3749;EA Playground;DS;2007;Sports;0.29;0.01;0.0;0.03;0.33
3750;EA Playground;Wii;2007;Sports;0.69;0.48;0.0;0.13;1.3
3751;EA Replay;PSP;2006;Action;0.09;0.0;0.0;0.01;0.1
3752;EA Sports Active;Wii;2009;Sports;2.1;1.36;0.06;0.4;3.92
3753;EA Sports Active 2;Wii;2010;Sports;0.78;0.4;0.0;0.11;1.29
3754;EA Sports Active 2;PS3;2010;Sports;0.52;0.28;0.0;0.12;0.92
3755;EA Sports Active 2;X360;2010;Sports;0.18;0.17;0.0;0.04;0.39
3756;EA Sports Active NFL Training Camp;Wii;2010;Sports;0.77;0.0;0.0;0.05;0.82
3757;EA Sports Active: More Workouts;Wii;2009;Sports;0.78;0.28;0.0;0.1;1.16
3758;EA Sports Grand Slam Tennis;Wii;2009;Sports;0.29;0.52;0.02;0.11;0.94
3759;EA Sports MMA;X360;2010;Fighting;0.23;0.1;0.0;0.03;0.36
3760;EA Sports MMA;PS3;2010;Fighting;0.16;0.15;0.01;0.06;0.38
3761;EA Sports UFC;PS4;2014;Sports;0.46;0.4;0.01;0.17;1.04
3762;EA Sports UFC;XOne;2014;Sports;0.3;0.12;0.0;0.04;0.46
3763;EA Sports UFC 2;PS4;2016;Sports;0.28;0.47;0.0;0.14;0.89
3764;EA Sports UFC 2;XOne;2016;Sports;0.23;0.14;0.0;0.04;0.41
3765;ECW Anarchy Rulz;PS;1999;Fighting;0.06;0.04;0.0;0.01;0.11
3766;ECW Hardcore Revolution;N64;2000;Fighting;0.18;0.04;0.0;0.0;0.22
3767;ECW Hardcore Revolution;PS;1999;Fighting;0.27;0.18;0.0;0.03;0.48
3768;ESA Foundation Compilation;PS2;2005;Misc;0.1;0.07;0.0;0.02;0.19
3769;ESA Game Pack;PS3;2010;Misc;0.09;0.0;0.0;0.01;0.1
3770;ESPN College Hoops;PS2;2003;Sports;0.08;0.06;0.0;0.02;0.16
3771;ESPN College Hoops 2K5;PS2;2004;Sports;0.41;0.32;0.0;0.11;0.84
3772;ESPN College Hoops 2K5;XB;2004;Sports;0.29;0.08;0.0;0.01;0.38
3773;ESPN Extreme Games;PS;1994;Sports;0.11;0.08;0.17;0.03;0.39
3774;ESPN Final Round Golf 2002;GBA;2001;Sports;0.12;0.05;0.0;0.0;0.17
3775;ESPN Great Outdoor Games Bass 2002;GBA;2001;Sports;0.03;0.01;0.0;0.0;0.04
3776;ESPN International Track & Field;PS2;2000;Sports;0.09;0.07;0.0;0.02;0.18
3777;ESPN International Winter Sports 2002;GC;2002;Sports;0.04;0.01;0.0;0.0;0.05
3778;ESPN International Winter Sports 2002;PS2;2002;Sports;0.03;0.02;0.0;0.01;0.06
3779;ESPN MLB Baseball;XB;2004;Sports;0.1;0.03;0.0;0.0;0.13
3780;ESPN MLB Baseball;PS2;2004;Sports;0.1;0.08;0.0;0.03;0.21
3781;ESPN MLS ExtraTime 2002;GC;2002;Sports;0.02;0.0;0.0;0.0;0.02
3782;ESPN MLS ExtraTime 2002;XB;2002;Sports;0.01;0.0;0.0;0.0;0.01
3783;ESPN NBA 2K5;PS2;2004;Sports;1.26;0.12;0.0;0.21;1.59
3784;ESPN NBA 2K5;XB;2004;Sports;0.88;0.04;0.0;0.04;0.96
3785;ESPN NBA 2Night;PS2;2000;Sports;0.05;0.04;0.0;0.01;0.1
3786;ESPN NBA 2Night 2002;XB;2002;Sports;0.01;0.0;0.0;0.0;0.01
3787;ESPN NBA 2Night 2002;PS2;2002;Sports;0.02;0.01;0.0;0.0;0.03
3788;ESPN NBA Basketball;PS2;2003;Sports;0.26;0.21;0.0;0.07;0.54
3789;ESPN NBA Basketball;XB;2003;Sports;0.2;0.06;0.0;0.01;0.27
3790;ESPN NFL 2K5;XB;2004;Sports;1.54;0.02;0.0;0.07;1.63
3791;ESPN NFL 2K5;PS2;2004;Sports;2.15;0.12;0.0;0.36;2.63
3792;ESPN NFL Football;XB;2003;Sports;0.27;0.08;0.0;0.01;0.36
3793;ESPN NFL Football;PS2;2003;Sports;0.27;0.21;0.0;0.07;0.55
3794;ESPN NFL Primetime 2002;XB;2002;Sports;0.01;0.0;0.0;0.0;0.01
3795;ESPN NFL Primetime 2002;PS2;2001;Sports;0.04;0.03;0.0;0.01;0.08
3796;ESPN NHL 2K5;PS2;2004;Sports;0.43;0.33;0.0;0.11;0.87
3797;ESPN NHL 2K5;XB;2004;Sports;0.32;0.09;0.0;0.02;0.43
3798;ESPN NHL Hockey;XB;2003;Sports;0.08;0.02;0.0;0.0;0.1
3799;ESPN NHL Hockey;PS2;2003;Sports;0.11;0.09;0.0;0.03;0.23
3800;ESPN National Hockey Night;PS2;2001;Sports;0.03;0.03;0.0;0.01;0.07
3801;ESPN Winter X Games: Snowboarding 2002;XB;2002;Sports;0.02;0.01;0.0;0.0;0.03
3802;ESPN Winter X Games: Snowboarding 2002;PS2;2000;Sports;0.1;0.08;0.0;0.03;0.21
3803;ESPN Winter X-Games: Snowboarding 2002;GBA;2000;Sports;0.05;0.02;0.0;0.0;0.07
3804;ESPN X Games Skateboarding;PS2;2001;Sports;0.18;0.14;0.0;0.05;0.37
3805;ESPN X Games Skateboarding;GBA;2001;Sports;0.13;0.05;0.0;0.0;0.18
3806;ESPN X-Games Pro Boarder;PS;1997;Sports;0.18;0.12;0.0;0.02;0.32
3807;ESPN: Sports Connection;WiiU;2012;Sports;0.21;0.12;0.0;0.04;0.37
3808;EVE Online;PC;2003;Role-Playing;0.0;0.19;0.0;0.02;0.21
3809;EVE: burst error;SAT;1997;Adventure;0.0;0.0;0.21;0.0;0.21
3810;EX Monopoly;GBA;2001;Misc;0.16;0.06;0.0;0.0;0.22
3811;Earth Defense Force 2017;X360;2006;Action;0.04;0.01;0.03;0.0;0.08
3812;Earth Defense Force 2017 (old JP sales);X360;2006;Shooter;0.0;0.0;0.02;0.0;0.02
3813;Earth Defense Force 2017 Portable;PSV;2012;Action;0.0;0.0;0.06;0.0;0.06
3814;Earth Defense Force 2025;X360;2013;Shooter;0.06;0.04;0.05;0.01;0.16
3815;Earth Defense Force 2025;PS3;2013;Shooter;0.04;0.03;0.27;0.02;0.36
3816;Earth Defense Force 2025.1: The Shadow of New Despair;PS4;2015;Action;0.0;0.0;0.1;0.0;0.1
3817;Earth Defense Force 2: Invaders from Planet Space;PSV;2014;Action;0.04;0.01;0.04;0.02;0.11
3818;Earth Defense Force 2: Invaders from Planet Space;PSP;2011;Action;0.0;0.0;0.14;0.0;0.14
3819;Earth Defense Force 4.1: The Shadow of New Despair;PS4;2015;Shooter;0.02;0.02;0.0;0.01;0.05
3820;Earth Defense Force: Insect Armageddon;PS3;2011;Shooter;0.06;0.04;0.08;0.02;0.2
3821;Earth Defense Force: Insect Armageddon;X360;2011;Shooter;0.1;0.05;0.03;0.01;0.19
3822;Earth Seeker;Wii;2011;Role-Playing;0.0;0.0;0.02;0.0;0.02
3823;EarthBound;SNES;1994;Role-Playing;0.0;0.0;0.81;0.0;0.81
3824;Earthworm Jim;GBA;2001;Platform;0.2;0.08;0.0;0.01;0.29
3825;Earthworm Jim 2;GBA;2002;Platform;0.02;0.01;0.0;0.0;0.03
3826;Earthworm Jim 3D;N64;1999;Platform;0.1;0.02;0.0;0.0;0.12
3827;East India Company;PC;2009;Strategy;0.01;0.0;0.0;0.0;0.01
3828;East India Company Collection;PC;2010;Misc;0.0;0.03;0.0;0.0;0.03
3829;Easy Piano;DS;2009;Misc;0.04;0.11;0.0;0.02;0.17
3830;Eat Lead: The Return of Matt Hazard;X360;2009;Shooter;0.1;0.01;0.0;0.01;0.12
3831;Eat Lead: The Return of Matt Hazard;PS3;2009;Shooter;0.09;0.02;0.0;0.01;0.12
3832;Ebikore Photo Kano Kiss;PSV;2015;Action;0.0;0.0;0.03;0.0;0.03
3833;Ecco the Dolphin;GEN;1992;Adventure;0.0;0.0;0.12;0.0;0.12
3834;Ecco the Dolphin: Defender of the Future;PS2;2002;Adventure;0.07;0.05;0.0;0.02;0.14
3835;Ecco: The Tides of Time;GEN;1993;Adventure;0.0;0.0;0.07;0.0;0.07
3836;Echo Night;PS;1998;Adventure;0.03;0.02;0.07;0.01;0.13
3837;Echo Night Beyond;PS2;2004;Adventure;0.02;0.01;0.0;0.0;0.03
3838;Eco Creatures: Save The Forest;DS;2007;Adventure;0.03;0.0;0.0;0.0;0.03
3839;Ed, Edd n Eddy: Jawbreakers!;GBA;2002;Adventure;0.23;0.08;0.0;0.01;0.32
3840;Ed, Edd n Eddy: The Mis-Edventures;GC;2005;Platform;0.19;0.05;0.0;0.01;0.25
3841;Ed, Edd n Eddy: The Mis-Edventures;GBA;2005;Platform;0.08;0.03;0.0;0.0;0.11
3842;Ed, Edd n Eddy: The Mis-Edventures;XB;2005;Platform;0.02;0.01;0.0;0.0;0.03
3843;Ed, Edd n Eddy: The Mis-Edventures;PS2;2005;Platform;0.34;0.01;0.0;0.06;0.41
3844;Edna & Harvey: Harvey's New Eyes;PC;2011;Adventure;0.0;0.07;0.0;0.01;0.08
3845;Egg Mania: Eggstreme Madness;PS2;2002;Puzzle;0.02;0.01;0.0;0.0;0.03
3846;Egg Mania: Eggstreme Madness;GC;2002;Puzzle;0.01;0.0;0.0;0.0;0.01
3847;Egg Mania: Eggstreme Madness;XB;2002;Puzzle;0.01;0.0;0.0;0.0;0.01
3848;Ehrgeiz;PS;1998;Fighting;0.17;0.12;0.0;0.02;0.31
3849;Eigo de Tabisuru: Little Charo;DS;2011;Misc;0.0;0.0;0.06;0.0;0.06
3850;Eikan wa Kimini 2002: Koshien no Kodou;PS2;2002;Sports;0.0;0.0;0.06;0.0;0.06
3851;Eiken DS;DS;2007;Misc;0.0;0.0;0.07;0.0;0.07
3852;Einhänder;PS;1997;Shooter;0.1;0.07;0.13;0.02;0.32
3853;Eiyuu Densetsu: Sora no Kiseki Material Collection Portable;PSP;2007;Role-Playing;0.0;0.0;0.01;0.0;0.01
3854;El Shaddai: Ascension of the Metatron;X360;2011;Action;0.07;0.05;0.03;0.01;0.16
3855;El Shaddai: Ascension of the Metatron;PS3;2011;Action;0.11;0.07;0.08;0.03;0.29
3856;El Tigre: The Adventures of Manny Rivera;DS;2007;Platform;0.08;0.0;0.0;0.01;0.09
3857;Elebits;Wii;2006;Action;0.22;0.01;0.08;0.02;0.33
3858;Elebits: The Adventures of Kai and Zero;DS;2008;Adventure;0.07;0.0;0.0;0.01;0.08
3859;Electroplankton;DS;2005;Misc;0.01;0.0;0.02;0.0;0.03
3860;Element Girl: Love, Fashion and Friends;DS;2008;Adventure;0.0;0.01;0.0;0.0;0.01
3861;Element Hunter;DS;2009;Role-Playing;0.0;0.0;0.01;0.0;0.01
3862;Elemental Gearbolt;PS;1997;Shooter;0.03;0.02;0.0;0.0;0.05
3863;Elements of Destruction;DS;2007;Strategy;0.07;0.0;0.0;0.01;0.08
3864;Elf Bowling 1 & 2;GBA;2005;Sports;0.02;0.01;0.0;0.0;0.03
3865;Elf Bowling 1 & 2;DS;2005;Sports;0.02;0.0;0.0;0.0;0.02
3866;Elf: The Movie;GBA;2004;Action;0.1;0.04;0.0;0.0;0.14
3867;Elite Beat Agents;DS;2006;Misc;0.31;0.03;0.0;0.03;0.37
3868;Elite Forces: Unit 77;DS;2009;Strategy;0.06;0.0;0.0;0.0;0.06
3869;Elkrone no Atelier: Dear for Otomate;PSP;2012;Action;0.0;0.0;0.02;0.0;0.02
3870;Elminage Gothic: Ulm Zakir to Yami no Gishiki;PSP;2012;Role-Playing;0.0;0.0;0.02;0.0;0.02
3871;Elminage II DS Remix: Sousei no Megami to Unmai no Daichi;DS;2010;Role-Playing;0.0;0.0;0.02;0.0;0.02
3872;Elminage II: Sousei no Megami to Unmei no Daichi;PSP;2009;Role-Playing;0.0;0.0;0.02;0.0;0.02
3873;Elminage III: Ankoku no Shito to Yaiyou no Kyuuden;PSP;2011;Role-Playing;0.0;0.0;0.02;0.0;0.02
3874;Elminage Original: Majo to Megami to Kamigami no Yubiwa;PSP;2011;Role-Playing;0.0;0.0;0.02;0.0;0.02
3875;Elvandia Story;PS2;2007;Role-Playing;0.0;0.0;0.02;0.0;0.02
3876;Elven Legacy;PC;2009;Strategy;0.01;0.0;0.0;0.0;0.01
3877;Elven Legacy Collection;PC;2010;Strategy;0.0;0.01;0.0;0.0;0.01
3878;Emblem of Gundam;DS;2008;Strategy;0.0;0.0;0.06;0.0;0.06
3879;Emergency 2012;PC;2010;Simulation;0.01;0.04;0.0;0.01;0.06
3880;Emergency 2012;DS;2010;Simulation;0.0;0.02;0.0;0.0;0.02
3881;Emergency Heroes;Wii;2008;Racing;0.15;0.27;0.0;0.06;0.48
3882;Emergency Mayhem;Wii;2008;Racing;0.02;0.0;0.0;0.0;0.02
3883;Emergency Room: Real Life Rescues;DS;2009;Simulation;0.04;0.0;0.0;0.0;0.04
3884;Emergency! Disaster Rescue Squad;DS;2009;Simulation;0.03;0.0;0.0;0.0;0.03
3885;Emily Archer and the Curse of Tutankhamun;DS;2011;Adventure;0.0;0.03;0.0;0.0;0.03
3886;Emily the Strange: Strangerous;DS;2011;Action;0.04;0.03;0.0;0.01;0.08
3887;Emma at the Farm;DS;2008;Adventure;0.03;0.0;0.0;0.0;0.03
3888;Empire Deluxe;PC;1992;Strategy;0.01;0.0;0.0;0.0;0.01
3889;Empire Earth;PC;2001;Strategy;0.0;0.04;0.0;0.01;0.05
3890;Empire Earth II;PC;2005;Strategy;0.0;0.03;0.0;0.0;0.03
3891;Empire Earth III;PC;2007;Strategy;0.0;0.03;0.0;0.01;0.04
